employee_id,first_name,last_name,email,phone,department,gender,city,salary,hire_date,is_active
73.0,Frank,DAVIS,davis_f@outlook.com,608-333-7070,ENGINEERING,MALE,los angeles,"$83,951.52",10-01-2018,True
102.0,olivia,Thomas,thomas_o@yahoo.com,,ENGINEERING,NB,CHICAGO,,9/2/2021,
7.0,carol,johnson,carol17@company.com,5062092518,ENGINEERING,Non-binary,Houston,"$44,520.50",,
84.0,Mia,anderson,mia89@gmail.com,,ENGINEERING,Non-binary,Los Angeles,,17-02-2022,
113.0,liam,anderson,liam81@outlook.com,,Finance,F,New York,"30,967.51",07/23/2018,False
115.0,Grace,johnson,grace76@company.com,,hr,Male,los angeles,999999,24-04-2022,TRUE
55.0,carol,Wilson,carol.wilson@yahoo.com,402-377-3504,Finance,F,Houston,999999,,FALSE
51.0,Jack,Garcia,jack.garcia@yahoo.com,2923988689,sales,FEMALE,los angeles,999999,02/02/2022,Yes
120.0,Alice,Smith,,+18669503467,HR,FEMALE,Los Angeles,,2020-05-27,FALSE
47.0,DAVID,Thomas,thomas_d@company.com,(426) 829-1710,Sales,F,CHICAGO,81152.83,2021-12-15,0
109.0,Bob,Thomas,bob.thomas@company.com,,Engineering,NB,CHICAGO,"$49,917.79",2019-04-26,FALSE
62.0,liam,Smith,liam31@company.com,5398953973,ENGINEERING,male,Houston,83832.18,01/09/2018,Yes
52.0,Bob,anderson,bob63@company.com,,ENGINEERING,Non-binary,los angeles,-35450.08,01/01/2022,TRUE
80.0,olivia,anderson,olivia.anderson@yahoo.com,(311) 830-4920,engineering,FEMALE,Houston,"$42,065.39",6-09-2018,False
7.0,carol,johnson,carol17@company.com,5062092518,ENGINEERING,Non-binary,Houston,"$44,520.50",,
92.0,liam,jones,liam60@gmail.com,,MARKETING,NB,CHICAGO,"$65,423.07",,No
42.0,liam,Thomas,liam.thomas@outlook.com,+17398645388,hr,FEMALE,new york,86199.77,28-04-2019,
59.0,NOAH,Wilson,noah.wilson@yahoo.com,,Sales,,Chicago,999999,10/13/2019,Yes
91.0,isabella,Miller,isabella.miller@gmail.com,416-394-2922,MARKETING,M,CHICAGO,999999,13-05-2020,
49.0,eve,anderson,,,Marketing,Non-binary,Chicago,-110401.59,25-11-2020,1
89.0,HENRY,jones,henry.jones@yahoo.com,4387360437,Finance,,CHICAGO,"124,296.55",07/14/2023,TRUE
112.0,Karen,Wilson,karen.wilson@company.com,327-361-8230,Finance,Female,NEW YORK,"134,930.80",11/12/2018,0
58.0,Karen,johnson,karen37@outlook.com,(283) 796-3317,hr,Non-binary,CHICAGO,"107,219.19",,0
76.0,liam,WILLIAMS,williams_l@yahoo.com,+13368076065,MARKETING,Female,,999999,,TRUE
33.0,Alice,johnson,alice.johnson@gmail.com,(681) 731-8245,ENGINEERING,FEMALE,CHICAGO,,11-03-2018,False
23.0,Mia,Garcia,mia60@yahoo.com,(806) 777-1444,hr,female,Chicago,"55,399.23",9-07-2020,TRUE
60.0,Frank,Thomas,frank93@company.com,654-825-5668,Marketing,M,los angeles,-145871.6,,False
64.0,liam,johnson,johnson_l@gmail.com,(596) 582-5155,MARKETING,FEMALE,NEW YORK,999999,6-11-2020,False
110.0,isabella,Taylor,isabella.taylor@outlook.com,483-871-3078,Engineering,M,CHICAGO,999999,21-05-2023,True
38.0,olivia,johnson,olivia53@yahoo.com,+19985813886,Engineering,,Houston,134685.96,2/8/2022,No
30.0,Peter,johnson,peter.johnson@gmail.com,454-321-7818,Marketing,female,Houston,"139,020.53",,1
108.0,Peter,Miller,miller_p@gmail.com,+13239829538,MARKETING,F,Phoenix,999999,,FALSE
117.0,Jack,anderson,anderson_j@gmail.com,484-285-6077,Marketing,FEMALE,CHICAGO,,11/3/2023,True
2.0,Karen,jones,karen.jones@outlook.com,,hr,,,"136,254.21",2022-04-23,1
53.0,Grace,WILLIAMS,grace.williams@gmail.com,8694666734,SALES,female,New York,-82346.35,19-06-2018,True
22.0,NOAH,Miller,miller_n@company.com,+17969947193,Marketing,Non-binary,,-137737.36,14-05-2019,1
3.0,HENRY,jones,jones_h@company.com,(573) 366-7065,MARKETING,,NEW YORK,"$94,096.79",8/13/2019,
,carol,DAVIS,carol.davis@outlook.com,,HR,F,los angeles,"$122,027.77",2022-10-24,Yes
104.0,liam,Smith,liam15@yahoo.com,+18176875679,Engineering,MALE,los angeles,,1/28/2018,0
100.0,Peter,WILLIAMS,peter39@company.com,(457) 452-9123,engineering,FEMALE,,"75,586.79",,Yes
88.0,HENRY,Brown,brown_h@yahoo.com,439-752-4559,Marketing,Female,Los Angeles,,,FALSE
119.0,Karen,Miller,,,sales,FEMALE,NEW YORK,60613.93,2022-11-24,No
75.0,Alice,johnson,alice.johnson@outlook.com,,hr,NB,,44257.32,6/26/2021,
87.0,eve,anderson,eve.anderson@company.com,674-889-9920,HR,F,Chicago,"$48,614.56",2-02-2023,1
83.0,Mia,anderson,mia42@yahoo.com,(592) 441-8319,hr,,Chicago,113132.23,2/15/2023,Yes
65.0,Frank,WILLIAMS,frank.williams@company.com,517-727-7524,hr,FEMALE,New York,"133,895.79",2/26/2020,True
60.0,Frank,Thomas,frank93@company.com,654-825-5668,Marketing,M,los angeles,-145871.6,,False
21.0,olivia,WILLIAMS,williams_o@outlook.com,5064651867,Engineering,Non-binary,new york,"$46,604.89",12/05/2021,0
61.0,olivia,jones,olivia21@yahoo.com,(253) 856-8873,hr,MALE,NEW YORK,999999,07/03/2019,False
72.0,Frank,anderson,frank.anderson@outlook.com,,hr,,los angeles,,2021-05-15,1
107.0,DAVID,WILLIAMS,david54@yahoo.com,910-860-3838,sales,FEMALE,Houston,"104,329.20",08/05/2018,True
15.0,Bob,Garcia,bob.garcia@yahoo.com,,sales,M,NEW YORK,"$147,144.72",1/6/2021,True
93.0,Peter,Wilson,peter98@company.com,(372) 950-6770,Marketing,Male,new york,,01/14/2018,No
103.0,carol,johnson,carol22@gmail.com,,MARKETING,M,Houston,-74894.35,,Yes
